qm28, 4541, 6802, 888, 1123, 449, 5338, 73, 58, red
qm29, 1262, 4099, 2534, 5546, 614, 2537, 69, 60, red
qm3, 4472, 2914, 836, 5338, 3748, 2106, 52, 52, red
qm30, 1885, 612, 539, 346, 3939, 6334, 59, 69, red
qm31, 1418, 4456, 7770, 540, 339, 3748, 83, 69, red
qm32, 1719, 2199, 2106, 6882, 1727, 1599, 64, 65, red
qm33, 4242, 4638, 5338, 5830, 3274, 3359, 69, 53, blue
qm34, 6543, 4541, 4472, 1111, 2849, 977, 80, 76, red
qm35, 836, 6802, 384, 401, 1262, 5546, 82, 77, blue
qm36, 5587, 614, 1123, 1629, 2363, 2068, 85, 73, blue
qm37, 686, 2537, 1610, 1731, 2998, 2914, 60, 69, blue
qm38, 619, 2912, 1413, 2534, 449, 888, 62, 87, red
qm39, 1086, 6543, 4099, 422, 3793, 4541, 50, 78, blue
qm4, 1418, 619, 3939, 346, 686, 4242, 65, 63, red
qm40, 7770, 977, 4242, 2199, 384, 4638, 81, 70, blue
qm41, 3939, 3748, 539, 1262, 5830, 6802, 62, 78, blue
qm42, 2068, 5587, 540, 5546, 1610, 5338, 67, 62, blue
qm43, 4472, 1123, 686, 2534, 1413, 3274, 38, 68, blue
qm44, 619, 2849, 6882, 4456, 1086, 2537, 47, 57, 
qm45, 1418, 4099, 1111, 2998, 2912, 836, 75, 78, blue
qm46, 422, 888, 3359, 2914, 614, 6334, 71, 62, blue
qm47, 449, 2363, 1719, 1629, 3793, 346, 61, 94, blue
qm48, 1727, 612, 401, 1599, 1885, 1731, 75, 66, blue
qm49, 339, 2534, 2068, 2106, 539, 6543, 79, 56, blue
qm5, 4638, 3359, 339, 6802, 1727, 2912, 61, 61, red
qm50, 1413, 836, 4541, 4242, 619, 2537, 78, 77, red
qm51, 4638, 1123, 2914, 4472, 614, 2849, 49, 91, red
qm52, 3274, 4099, 4456, 1262, 1629, 2199, 34, 73, blue
qm53, 2363, 3748, 401, 6882, 888, 977, 80, 54, blue
qm54, 339, 3793, 2912, 1610, 612, 422, 58, 77, blue
qm55, 5546, 1599, 3359, 7770, 1885, 3939, 74, 59, blue
qm56, 1086, 2106, 1418, 449, 540, 384, 63, 78, red
qm57, 6802, 6334, 2998, 5587, 5830, 1727, 67, 70, blue
