qm63, 4472, 6213, 1446, 5587, 6239, 2849, 32, 47, blue
qm64, 4949, 5830, 4821, 1727, 2914, 1111, 30, 42, blue
qm65, 2900, 6326, 7770, 4514, 449, 3650, 45, 50, blue
qm66, 5243, 1885, 2186, 5115, 3793, 6893, 40, 45, blue
qm67, 3389, 5830, 4464, 686, 1389, 6239, 39, 49, blue
qm68, 4456, 7714, 4514, 1446, 4949, 2912, 42, 40, red
qm69, 449, 7770, 6893, 2849, 2537, 5945, 54, 45, red
qm7, 1727, 4514, 4821, 2186, 5945, 5841, 80, 11, red
qm70, 5115, 3650, 2914, 2900, 3793, 1885, 38, 64, blue
qm71, 1727, 5243, 5841, 4472, 5587, 6326, 53, 71, blue
qm72, 4821, 2186, 1915, 1123, 1111, 6213, 36, 44, blue
qm8, 6239, 5243, 4472, 4949, 5115, 1389, 45, 50, blue
qm9, 449, 2849, 3793, 6213, 7714, 3389, 32, 11, red
sf1m1, 2912, 1123, 2186, 4472, 1727, 2537, 46, 64, blue
sf1m2, 2912, 1123, 2186, 4472, 1727, 2537, 46, 44, red
sf1m3, 2912, 1123, 2186, 4472, 1727, 2537, 51, 59, blue
sf2m1, 5587, 3793, 5830, 449, 1885, 2849, 63, 78, blue
sf2m2, 5587, 3793, 5830, 449, 1885, 2849, 66, 79, blue
