f1m1, 977, 384, 3455, 619, 346, 3274, 55, 79, blue
f1m2, 977, 384, 3455, 619, 346, 3274, 79, 64, red
f1m3, 977, 384, 3455, 619, 346, 3274, 56, 94, blue
qf1m1, 401, 3072, 5950, 5724, 3939, 539, 65, 65, red
qf1m2, 401, 3072, 5950, 5724, 3939, 539, 52, 56, blue
qf1m3, 401, 3072, 3136, 5724, 3939, 539, 55, 58, blue
qf2m1, 977, 384, 3455, 540, 1522, 7886, 73, 47, red
qf2m2, 977, 384, 3455, 540, 1522, 7886, 87, 70, red
qf3m1, 6802, 449, 6312, 1086, 3748, 1413, 67, 83, blue
qf3m2, 6802, 449, 6194, 1086, 3748, 1413, 67, 56, red
qf3m3, 6802, 449, 6194, 1086, 3748, 1413, 67, 71, blue
qf4m1, 619, 346, 3274, 3258, 1262, 4505, 71, 64, red
qf4m2, 619, 346, 3274, 3258, 1262, 4505, 93, 67, red
qm1, 3274, 5279, 346, 540, 2068, 1262, 54, 53, red
qm10, 1598, 1915, 3274, 539, 1086, 3455, 18, 50, blue
qm11, 3748, 1413, 5954, 540, 4505, 5804, 49, 67, blue
qm12, 4466, 3136, 6802, 1262, 3072, 5279, 89, 52, red
qm13, 346, 449, 3455, 3258, 3939, 6312, 67, 46, red
qm14, 2890, 539, 1413, 3748, 6194, 384, 54, 63, blue
qm15, 2068, 5954, 5724, 1915, 401, 1262, 41, 58, blue
qm16, 1598, 6802, 4505, 619, 3274, 977, 54, 57, blue
qm17, 5804, 7886, 5950, 540, 1522, 1086, 47, 64, blue
qm18, 2068, 3258, 5279, 3939, 4505, 2890, 44, 51, blue
qm19, 401, 5724, 540, 3748, 3072, 539, 52, 72, blue
qm2, 3748, 3258, 2890, 5804, 384, 3136, 49, 53, blue
qm20, 7886, 1598, 5954, 1413, 384, 6802, 44, 69, blue
qm21, 1915, 5804, 4466, 1262, 6194, 3455, 29, 97, blue
qm22, 3136, 5950, 1522, 449, 619, 6312, 42, 88, blue
qm23, 1086, 3274, 5804, 977, 346, 6194, 34, 89, blue
qm24, 6312, 5279, 3748, 3258, 6802, 1915, 58, 50, red
qm25, 1262, 1413, 3274, 2890, 5950, 977, 61, 60, red
qm26, 384, 1086, 4505, 3136, 5724, 3939, 66, 71, blue
qm27, 3455, 4466, 540, 7886, 1522, 2068, 50, 60, blue
qm28, 3072, 449, 401, 619, 5954, 346, 75, 51, red
qm29, 539, 1262, 7886, 1598, 3748, 1086, 69, 48, red
qm3, 3939, 7886, 1086, 3072, 6802, 5950, 44, 52, blue
qm30, 3136, 540, 6194, 401, 3258, 5954, 49, 66, blue
qm31, 5279, 539, 449, 384, 4466, 5724, 72, 74, blue
qm32, 346, 3939, 5950, 6312, 1413, 1598, 85, 47, red
qm33, 5804, 977, 6802, 3455, 2068, 1915, 73, 35, red
qm34, 1522, 619, 2890, 4505, 3274, 3072, 72, 76, blue
qm35, 977, 3258, 384, 5954, 5950, 1915, 77, 32, red
qm36, 1413, 4466, 2068, 2890, 3072, 3136, 55, 57, blue
qm37, 3939, 3748, 540, 6194, 619, 1086, 58, 54, red
qm38, 5279, 401, 5804, 449, 1598, 1262, 57, 101, blue
qm39, 1522, 6312, 6802, 5724, 539, 3274, 62, 59, red
qm4, 1915, 6194, 1413, 4505, 1522, 449, 27, 52, blue
qm40, 4505, 3136, 3455, 7886, 346, 1413, 54, 71, blue
qm41, 4466, 5954, 6194, 1086, 6312, 2068, 34, 50, blue
qm42, 539, 5804, 619, 3258, 7886, 4505, 63, 48, red
qm43, 5724, 977, 449, 346, 2890, 540, 93, 87, red
qm44, 3939, 1915, 3072, 5950, 401, 3274, 56, 52, red
qm45, 1522, 1262, 3748, 5279, 3455, 384, 79, 65, red
qm46, 6802, 540, 619, 1598, 2890, 4466, 72, 39, red
qm47, 3136, 1262, 346, 1915, 977, 539, 69, 37, red
qm48, 2068, 4505, 3748, 1522, 401, 1598, 57, 56, red
qm49, 449, 3939, 6194, 6802, 5279, 7886, 69, 62, red
qm5, 977, 4466, 401, 539, 6312, 5954, 67, 26, red
qm50, 384, 5954, 3072, 3274, 3455, 6312, 61, 34, red
qm51, 1086, 5724, 5950, 1413, 5804, 3258, 62, 69, blue
qm52, 7886, 3455, 977, 6802, 3748, 401, 60, 95, blue
qm53, 1413, 1522, 3939, 619, 1915, 3136, 58, 50, red
qm54, 2068, 3274, 384, 4466, 346, 3258, 49, 68, blue
qm55, 5954, 2890, 5279, 5950, 540, 539, 28, 55, blue
qm56, 5724, 6312, 3072, 6194, 1598, 5804, 63, 33, red
qm57, 449, 1086, 3258, 4505, 1262, 977, 48, 70, blue
qm58, 540, 1915, 5279, 3274, 7886, 3136, 47, 57, blue
qm59, 3072, 346, 1598, 4466, 449, 3748, 61, 61, 
qm6, 3455, 3072, 619, 3258, 1598, 5724, 82, 59, red
qm60, 1262, 5950, 6312, 5724, 6194, 4505, 56, 65, blue
qm61, 384, 1522, 539, 5804, 2068, 3939, 68, 37, red
qm62, 401, 3455, 1413, 6802, 1086, 2890, 92, 42, red
qm63, 619, 3939, 1598, 5954, 5804, 1262, 64, 63, red
qm64, 5950, 4505, 4466, 3455, 3748, 5724, 45, 62, blue
qm65, 2890, 449, 3274, 1086, 3136, 401, 60, 56, red
qm66, 6312, 384, 1915, 3072, 540, 7886, 60, 71, blue
qm67, 6802, 2068, 346, 5279, 1413, 619, 68, 64, red
qm68, 6194, 539, 3258, 5954, 977, 1522, 77, 64, red
qm7, 6312, 3136, 977, 4466, 5279, 3939, 33, 42, blue
qm8, 401, 619, 2068, 5950, 384, 449, 48, 63, blue
qm9, 6194, 2890, 7886, 346, 5724, 1522, 61, 77, blue
sf1m1, 5724, 3939, 539, 977, 384, 3455, 64, 69, blue
sf1m2, 5724, 3939, 539, 977, 384, 3455, 69, 82, blue
sf2m1, 1086, 3748, 1413, 619, 346, 3274, 52, 82, blue
sf2m2, 1086, 3748, 1413, 619, 346, 3274, 50, 46, red
sf2m3, 1086, 3748, 1413, 619, 346, 3274, 40, 79, blue
